conversation_id_str;created_at;favorite_count;full_text;id_str;image_url;in_reply_to_screen_name;lang;location;quote_count;reply_count;retweet_count;tweet_url;user_id_str;username
1,80E+18;Fri May 31 09:25:34 +0000 2024;1;-ness kan wisuda diundur masa pengambilan toga ga diundur juga https://t.co/LGZKYiYU9Q;1,80E+18;https://pbs.twimg.com/media/GO5av2UbcAAuJz9.jpg;;in;BACA RULESâž¡ï¸;0;1;0;https://x.com/unnesmenfess/status/1796473083915813258;1,19E+18;unnesmenfess
1,80E+18;Fri May 31 01:13:26 +0000 2024;4;-jualaness masi bagus dan berfungsi dengan baik (ambil di kos yaa) https://t.co/Bd1yzP5kGt;1,80E+18;https://pbs.twimg.com/media/GO3qGqNb0AAk8Ot.jpg;;in;BACA RULESâž¡ï¸;1;1;0;https://x.com/unnesmenfess/status/1796349232519245998;1,19E+18;unnesmenfess
1,80E+18;Fri May 31 02:58:10 +0000 2024;3;-jualaness jasa print nya kak kalo mau print banyak dan lebih hemat bisa pake kertas sendiri lohh tapi kertasnya dianter dulu ya sebelum ngeprint (bisa dianter ke sekitaran unnes fee 3-5k tergantung jarak yaa) https://t.co/UjQqbwz6k2;1,80E+18;https://pbs.twimg.com/media/GO4CE9JbYAAvpAD.jpg;;in;BACA RULESâž¡ï¸;0;0;0;https://x.com/unnesmenfess/status/1796375591769497779;1,19E+18;unnesmenfess
1,80E+18;Fri May 31 05:57:35 +0000 2024;0;-jualaness angkutt yukk preloved akuuu nego boleh bgttt dehhh https://t.co/Cz1ZmmdSoL;1,80E+18;https://pbs.twimg.com/media/GO4rJQqaIAA2rl9.jpg;;in;BACA RULESâž¡ï¸;0;1;0;https://x.com/unnesmenfess/status/1796420743980617735;1,19E+18;unnesmenfess
1,80E+18;Fri May 31 13:09:46 +0000 2024;3;-jualaness yg cari tote bag embroidery yuk angkutt bisa free custom design juga loh tanya-tanya dulu gapapaa bgtt bisa lewat kontak tertera yaa https://t.co/LRXb3XaT3D;1,80E+18;https://pbs.twimg.com/media/GO6OD8Ea0AAim1T.jpg;;in;BACA RULESâž¡ï¸;0;0;0;https://x.com/unnesmenfess/status/1796529505416405409;1,19E+18;unnesmenfess
1,80E+18;Fri May 31 02:28:11 +0000 2024;0;-jualaness 35k angkut anter sampe depan kostt! nego tipis masi mulus pol https://t.co/6FbBz6GpVY;1,80E+18;https://pbs.twimg.com/media/GO37N6QaEAAnJNV.jpg;;in;BACA RULESâž¡ï¸;0;0;0;https://x.com/unnesmenfess/status/1796368046728364313;1,19E+18;unnesmenfess
1,80E+18;Fri May 31 00:22:23 +0000 2024;1;-jualaness [titipan] preloved facial wash camille masi 97%. ga cocok HUHU baru 5x pemakaian. masi adaa boxnya kok. 80k ajaaa https://t.co/RGrfVK0IXY;1,80E+18;https://pbs.twimg.com/media/GO3ebDTbgAALESe.jpg;;in;BACA RULESâž¡ï¸;0;1;0;https://x.com/unnesmenfess/status/1796336386813145598;1,19E+18;unnesmenfess
1,80E+18;Fri May 31 07:28:54 +0000 2024;396;hii wargaa un -ness !! mau cek ombak kalo akuu open po salad sayurrr kayaa ginii pada mau gaa?? start from 8k an ajaa https://t.co/XR80xS1JOB;1,80E+18;https://pbs.twimg.com/media/GO5ACnobYAAElOq.jpg;;in;BACA RULESâž¡ï¸;6;290;16;https://x.com/unnesmenfess/status/1796443721724309851;1,19E+18;unnesmenfess
1,80E+18;Fri May 31 03:42:42 +0000 2024;42;-ness hari ini pacarku ulangtahun minta doadoanya yaaa trs kita ada sedikit rezeki buat bagi jumat berkah yg mau bisa langsung ke teras kost wisma maulida gg nangka yaaa https://t.co/vIFbgyM3EE;1,80E+18;https://pbs.twimg.com/media/GO4MRXnawAAnhNv.jpg;;in;BACA RULESâž¡ï¸;0;14;0;https://x.com/unnesmenfess/status/1796386798492623287;1,19E+18;unnesmenfess
1,80E+18;Fri May 31 07:28:13 +0000 2024;0;-jualaness ï¸BARANGKALI ADA YG BUTUH TAS KUCING SAMA PASIRNYAï¸ (pasir wangi lavender 5 liter) TAKE ALL 120k yaa (nego) https://t.co/9vnmM1i5sX;1,80E+18;https://pbs.twimg.com/media/GO4_4p3bMAAuc_h.jpg;;in;BACA RULESâž¡ï¸;0;1;0;https://x.com/unnesmenfess/status/1796443549451571702;1,19E+18;unnesmenfess
