word;weight
gebos;-5
gebung;-5
gebyar;4
gebyar gebyar;1
gecer;0
gedang;-4
gede;2
gedembai;-4
gedembal;2
gedor;-4
gegabah;-5
gegadan;2
gegap;2
gegar;-3
gegara;-3
geger;4
gegetun;-4
gejolak;-3
gel;-3
gela;-3
gelabur;-5
geladah;-3
geladak;0
geladir;-5
gelagap;-2
gelagat;1
gelak;2
gelanggang;2
gelantung;-4
gelap;-4
gelar;2
gelatak;-4
gelebah;-2
gelecik;-4
geledah;-3
geledek;-2
gelegak;-3
geleng;-3
geleng geleng;4
geleser;1
gelesot;1
geletar;-4
geletik;-3
geli;-2
geliat;-3
gelibat;-2
gelicik;-3
geligi;-4
geligis;-4
gelincir;-3
gelingsir;-3
gelinjang;-3
gelintin;0
gelisah;-5
gelo;-2
gelogok;-3
gelongsor;-4
gelopak;-4
gelora;2
geluduk;-3
geluncur;-3
gelung;-3
gelup;-4
gelut;-4
gema;1
gemal;-5
gemap;-3
gemar;5
gemas;1
gemaung;-3
gemawan;0
gembil;-4
gembira;-3
gemblung;-3
gembol;-4
gembrot;-3
gembul;-3
gembung;-3
gembur;5
gembur lambuk;3
gemebyar;1
gemeletek;-4
gemes;-2
gemetar;-3
gemi;3
gemilap;2
geming;2
gemirang;4
gempa;4
gempa bumi;4
gempal;-2
gempar;4
gempil;-4
gempita;-5
gempur;-4
gemuk;-3
gemuruh;-3
genah;-5
genang;-2
genap;1
gencar;2
gencat;0
gencet;-5
gendak;-5
gendeng;-2
gending;1
gendut;-3
geneng;1
generasi;-3
generatif;1
generik;0
genetis;0
genggam;0
gengsi;4
genial;2
genit;5
genital;0
genitalia;-3
genitif;1
genius;3
genjah;2
genjang;-4
gentar;-4
gentas;3
geologis;0
geometris;0
geostasioner;0
gepeng;0
gepok;2
gera;4
gerah;-5
gerak gerik;4
gerak hati;4
gerak laku;1
geramus;-4
gerebek;-3
gerecok;-4
gereget;-4
gerenyot;-4
gerepes;-4
geret;-3
gergaji;-1
gerha;3
gerhana;-2
geriap;-4
gerigi;0
gerimis;1
gering;-5
gering hulu;-4
gerinjam;-4
gerlap;1
gerlip;1
germinal;0
germo;-5
gerobak;-4
gerombol;-4
gerombol kawan;-4
gerombong;-4
gersang;-3
gertak;-5
geruh;-4
gesek;-3
gesel;-3
geser;-5
gesit;2
get wel soon;2
getap;-4
getar;1
getas;5
getir;-4
getol;2
getun;-4
geulis;2
giang;-3
giat;-4
gibah;-3
gidik;-4
gigi;3
gigih;-4
gigil;3
gigis;-4
gigit;-2
gila;3
gila gila;-4
gilang;2
gilap;2
gilas;-4
gili gili;-3
gilir;3
ginding;2
gingsir;-3
gingsul;1
giniin;-2
girang;3
girang ceria;4
girang lega;4
girik;3
girik girik;3
gita;2
giwang;-1
gjd;-3
global;0
globe;1
gobar hati;-2
gobek;3
goblok;-5
goda;-3
godain;-3
gogrok;-3
gohong;-3
gol;3
golak;-5
golek;-1
golong;4
gombal;2
gombong;-3
gombrang;3
gombroh;3
gombrong;3
goncang;-3
gondok;-4
gondol;-5
gone;-2
gonggong;-3
gonggong anjing;-3
gonjak;-5
gontai;1
gontok;-4
good;5
goodbye;-3
gorek api;-4
goreng;-2
gores;1
gorong gorong;-4
gosah;-3
gosip;-5
gosok;-3
got;-3
goyah;-4
goyah gerak;-4
goyang;-4
grahita;3
gramatikal;1
gratak;0
gratifikasi;2
gratis;2
great;3
grecok;-4
gres;4
grip;-4
griya;-1
grogi;-4
grup;-4
guam;-4
guar;3
gubah;3
gubris;3
gubuk;-2
gudi;4
gugah;-1
gugat;-4
guguk;-5
gugup;-5
gugur;-3
gugus;-4
gulana;-4
gulat;-4
guling;-3
gulir;-3
gulung;-4
gulung tikar;-5
gulut;0
gulut gulut;0
gumam;-3
gumul;-4
guncang;-5
gundah;-5
gundal;-3
gundang;-5
gundik;-2
gundu;-4
gunduk;-3
gunjing;-5
guntang guntang;3
gunting;-3
guntur;-3
gunung;-3
guram;-2
gurau;-4
gurau senda;-4
gurih;1
guru;3
gurub;-5
gurufavorit;3
guruh;2
gurun;-3
gusar;-3
gusti;4
gusur;-5
gutuk;4
guyon;-4
guyub;-3
habis;-3
habis akal;-5
habitat;-2
habituasi;1
habluk;0
hack;-4
hadang;-5
hadiah;4
hadir;2
hadirin;-3
haih;-4
hajar;-5
hajat;2
hakam;-3
hakiki;-4
hakimah;4
hala balai;-4
halah;-5
halang;3
halilintar;-3
hallo;4
halo;1
haloo;3
halus;0
hama;-3
hamba allah;3
hambar;-3
hambat;-4
hambur;-5
hamik;-3
hamil;-5
hampa;-5
hampar;3
hamster;-3
hamun;-5
hana;0
hancai;-5
hancur;-4
hancur lebur;-5
handai;-4
handai handai;-3
hangat;1
hangit;-5
hangus;-3
hantam;-3
hantam kromo;-4
hantar;-5
hantu;3
hanyut;-4
happy;5
hapus;-3
haram;-3
harap;3
harap harap;-5
harap harap cemas;-3
hardik;-5
harfiah;1
harga;1
harkat;5
harmonis;-1
harmonisasi;3
harmonisasiuniv;2
harta;4
haru;-4
haru biru;-5
harum;5
hasad;2
hasai;0
hasan;3
hasil;3
hasrat;3
hastag;1
hasud;-5
hasut;-4
hate;-5
haters;-5
hati;3
hati hati;3
hati walang;-3
haul;0
hawa;-4
hawar;-5
hay;1
hayat;-2
hayati;0
hayo;4
hayoloh;-3
heban;4
hebat;2
heboh;-3
hebring;3
hegemonik;1
helat;-4
hello;2
helloo;1
hellooo;2
help;2
hemat;-3
hembalang;-3
hembus;-3
hempas;-4
hengkang;-4
hening;-4
henti;-3
henti tugas;-2
henyak;-4
heran;-3
herbal;2
hermetis;0
heroik;2
heterofil;0
heterosiklis;0
heula;-2
hewani;0
hias;3
hiatus;-2
hibah;4
hibridis;0
hidang;2
hidraulis;0
hidrostatis;0
hidrotermal;0
hidu;-1
hidung;-5
hidup;2
higienis;2
hikayat;3
hikmah;2
hikmat;3
hilaf;-4
hilang;-3
hilang akal;-5
hilang arwah;-4
hilang hayat;-4
hilang nyawa;-5
hilang pikir;-4
hilang semangat;-4
hilir;4
hilofagus;0
himpit;-4
himpun;3
hina;4
hina aib;-4
hina caci;-5
hina lanyak;-5
hina rendah;-3
hinap hinap;-3
hindar;-4
hingar;2
hinggap;-3
hinggut;-3
hiperbarik;0
hipotesis;-3
hipotetis;3
hipotiroid;0
hirap;-3
hiruk;4
hiruk pikuk;-3
hirup;-3
hisap;-3
histeria;-5
histeris;-4
historis;1
hit;1
hitam;-4
hitam putih;0
hitung;1
hoax;-5
hoki;3
holistis;0
holografis;0
holozoik;0
hominoid;0
homogen;0
homoterm;0
honorifik;0
hop;-5
horizontal;0
hormat;5
horor;-5
hostel;1
hot;-4
hotel;1
hubung;1
hubung singkat;-4
huda;-3
huhuhu;-2
huhuu;-4
hujah;-4
hujan;1
hujan gerimis;1
hujan ringan;2
hujat;-4
hujung;-3
hukum;4
hulu;-3
hulubalang;3
huma;-4
humanistis;1
humoristis;1
huni;3
hunjam;-3
hutan;3
hutang;-5
ibadah;4
ibadat;4
iblis;-4
idam;-2
idap;-5
ideal;2
idealistis;2
identik;1
ideologis;1
idih;-3
idiil;1
idiosinkratis;4
idiot;-5
idola;-3
iflix;1
ifrit;-4
igau;-3
igau igau;1
ihsan;4
ihwal;-4
iih;-5
ijab;-4
ijtihad;3
ijtimaiah;1
ikan kena tuba;-4
ikat;1
ikat janji;-4
ikat rambut;-4
ikhlas;2
ikhtiar;3
ikhtiari;1
ikhtisar;-3
iktifak;4
iktikad;2
ilat;-5
iler;3
ilmiah;2
ilmu;4
iluminasi;-3
ilusi;3
ilustratif;1
image;-2
imaji;3
imajinatif;1
imam;1
iman;-3
imbal;-3
imbang;1
imbas;-4
imbesil;-5
imbuh;4
iming iming;-3
imitasi;3
imla;1
impas;-3
imperial;0
impersonal;0
impi;3
implementasi;-4
implikasi;-3
implisit;1
import;2
impoten;-5
impresif;2
impresionistik;0
impulsif;1
imun;1
inap;2
muter;-1
flop;-5
inap jenazah;-3
inaugurasi;-3
inayat;4
incang incut;-4
incess;-3
incit;-4
indah;-2
indah ambang;4
indehoi;-3
indikasi;2
indikatif;1
individual;4
indo;-3
indolen;-4
indolensi;-4
indranila;0
indriawi;0
induk semang;-4
induktif;0
indusemen;-3
inersia;-4
infak;4
infeksi;0
inferensi;3
inferensial;1
inferior;-4
inferioritas;-5
infinit;3
influensa;-3
informal;0
informatif;2
inga;-4
ingar;-5
ingkar;-4
ingsar;-3
ingsut;-3
inheren;1
inhibisi;-4
inisiator;3
injak;-3
injek;-3
injeksi;-3
inkarnasi;-1
inklinasi;-3
inklusif;1
inkorporasi;3
inovasi;4
inovatif;2
insaf;3
insane;-4
insentif;-3
insiden;-4
insinuasi;-4
insinye;4
inspirasi;-3
instansi;-3
instingtif;3
instruksi;-3
instruksional;1
instrumental;0
insuler;0
insyaallah;2
intai;-3
intan;3
integrasi;3
intelek;2
intelektual;3
inteligen;-4
intens;2
intensi;3
intensif;2
intensional;1
interaksi;-2
interaktif;1
interdisipliner;1
interes;4
interferensi;2
interinsuler;0
interlokusi;-3
internal;0
interpretasi;3
interpretatif;1
intertestial;0
interupsi;-5
intiha;-3
intim;2
intimidasi;-5
intrakalimat;-5
intramolekul;0
intramuskuler;0
intravaskuler;0
intrik;-3
intrinsik;-4
intuitif;3
invalid;-5
inventif;4
inventivitas;4
inventori;-3
invitasi;2
invite;1
ionisasi;0
ira;-3
irama;4
iri;-4
iri hati;-5
irik;-3
iring;-4
iring iring;-4
iris;-5
irit;2
iritasi;1
irsyad;-3
isak;-5
isap jempol;-3
isbat;3
iseng;-3
ish;-4
isi;2
isi perut;3
islam;4
islami;2
islamiah;2
isobarik;0
isolasi;-3
isolatif;0
isometrik;0
isopiestik;0
isotermal;0
isotop;-3
istan;-5
istimaiah;1
istimewa;-3
istirahat;3
isu;-1
isytiak;2
itifak;4
itihad;3
iyak;-2
iyasih;-2
izin;3
jaat;-3
jabang bayi;-3
jabar;3
jabat;-3
jabrik;1
jadah;3
jadul;-3
jaga;3
jaga jaga;-3
jago;3
jahad;-4
jahanam;-5
jahat;-4
jahatin;-3
jahil;4
jahit;-5
jail;-4
jajah;3
jajak;3
jajal;-4
jajar genjang;-4
jala;3
jalal;2
jalan;2
jalan arteri;-4
jalan bebas hambat;2
jalan bentar;-4
jalan buka;3
jalan buntu;-4
jalan jejer;-4
jalan layang;-4
jalan lingkar;-4
jalan protokol;-4
jalan raya;-4
jalan setapak;-4
jalan tikus;-4
jalan tol;-4
jalang;-4
jalanin;2
jalar;-3
jali;2
jalu;-4
jalur;-4
jamah;-5
jaman;-2
jambak;-5
jambret;-5
jamhur;3
jamiah;1
jamik;3
jamil;2
jamin;-5
jangann;-3
janggal;-4
jangka;3
jangkang;-5
jangkit;-5
jantan;5
jantung hati;-3
jarah;-4
jarak;-3
jaran;-3
jaras;-5
jari;-4
jariji;-4
jaring;3
jarum;-5
jasa;4
jasmaniah;1
jaswadi;3
jatah;-1
jatmika;2
jatohnya;-1
jatuh;-3
jauhin;-3
jawara;3
jawat;-3
jaya;2
jealous;-3
jebab;0
jebak;3
jebeh;-5
jeblok;-5
jeblos;1
jebol;-3
jebur;-5
jedot;-4
jejak;-4
jejal;-3
jejal jejal;-3
jejap;-4
jejas;-5
jelabak;-3
jelajah;3
jelak;3
jelang;3
jelata;-5
jelek;-5
jelek jelek;-4
jeli;-3
jelingah;-3
jelita;2
jelma;-3
jelu;-3
jelus;-2
jemari;-4
jembalang;-4
jembar;1
jembatan;-4
jembel;-5
jempol;4
jemu;-3
jenak;1
jenaka;-3
jenang;4
jenazah;-4
jendala;-5
jendera;-4
jenewer;-4
jengkang;-5
jengkel;-4
jenguk;-4
jenis jenis;3
jenjang;1
jentaka;-5
jentelmen;3
jepit;-4
jepit leher;-4
jeput;-3
jera;-3
jeramah;-4
jeran;-3
jerat;-3
jerau;0
jeraus;2
jerawat;-3
jereket;-3
jerepet;-3
jeri;-3
jeriji;-4
jeringing;-4
jerit;-3
jerkah;-5
jernih;-3
jernih suasana;1
jerohok;-4
jerum;-4
jerumus;-4
jiawang;5
jibilah;4
jibun;1
jidur;3
jigong;-4
jigrah;2
jihad;-3
jihat;-4
jiji;-4
jijik;-5
jilat;-3
jilat jilat;-2
jilbab;3
jilid;-5
jin;-3
jiplak;-3
jir;-3
jitu;2
jiwa;3
jobak;-3
jodoh;-3
jolak;-3
joli;1
jolok;-3
jolong;1
jomblo;-3
jompo;-3
jones;-3
jongkok;-5
jorok;-5
jorong;-3
jotos;-5
jreng;3
juak;1
juak juak;5
jual;0
jual;1
jual cepat;0
jual murah;0
juang;3
judes;-4
judul;2
juih;0
jujai;1
jujur;-1
julat;3
jumat;2
jumbai;1
jumbuh;2
jumpa;-4
jumpa muka;3
junam;-4
jungkal;1
junior;-4
junjung;-2
juntai;1
juragan;-4
jurik;-4
juru;3
juru damai;-3
juta;2
jutek;-5
jutekin;-5
juvenil;1
juwita;-4
juz;-4
kabar;2
kabar angin;-3
kabar burung;-5
kabeh;-2
kabil;-4
kabin;-3
kabinet;-3
kabir;1
kabul;-3
kabung;1
kabur;-2
kabut;-3
kaca;4
kacang;-4
kacang botor;-3
kacau;-4
kacek;-4
kaci;4
kacip;-3
kacrek;-3
kacuk;-4
kada;-3
kadam;-3
kadang;3
kadang kadang;3
kadar;5
kadir;2
kado;2
kafaah;2
kafe;-4
kafetaria;-4
kafi;2
kafilah;-4
kaget;3
kagum;3
kaidah;-4
kaing kaing;2
kaisar;4
kait;1
kaji;4
kakap;4
kakas;-3
kalah;-4
kalang kabut;-4
kalang tanah;-2
kalap;-3
kalas;0
kalem;1
kali;3
kaligrafis;1
kalimantang;-3
kalimat;-3
kalis;4
kalong;3
kalor;-4
kalut;-3
kamariah;0
kambing;-3
kambuh;-4
kamil;3
kampanye;3
kampit;-1
kampret;-5
kampung;-5
kanaah;2
kancap;1
kandas;-5
kandis;4
kandung;-3
kandut;-3
kangen;2
kanjal;0
kanjang;4
kanjeng sultan;4
kanji;-3
kanonis;2
kantong;1
kantong kering;-4
kantong perut;-5
kantong tipis;-4
kanun;-3
kaos;-4
kapabel;2
kapabilitas;3
kapah;-2
kapah kapah;-2
kapal;-3
kapasitas;3
kapisa;0
kapok;-3
kapuk;-3
karang;-3
karat;-4
karavan;-4
karbolik;0
kardiak;0
kardinal;-4
karet;-3
karib;4
karikatural;0
karim;2
karimah;2
karin;-2
karismatik;2
karitatif;1
karmina;0
karsa;3
karu;-5
karunia;4
karut;-5
karya;3
karyawan;3
kasad;1
kasam;-3
kasatmata;4
kasemat;-3
kasep;2
kasi;-3
kasih;2
kasih kasihan;-3
kasih sayang;5
kasihan;-2
kasiku;-4
kasim;-4
kasip;-5
kasual;3
kasur;-4
katadrom;0
katawi;0
kategori;4
kategorial;0
kategoris;1
kaus;-4
kausal;1
kaustik;1
kawaei;-2
kawak;5
kawal;1
kawan;-3
kawi;1
kawin;-3
kawula;-3
kaya;1
kayai;1
kayangan;-5
kayun;2
kebah;0
kebaji;4
kebas;-3
kebat;-3
kebiri;-3
kebo;-4
kebun;-4
keburu;-5
kecai;-5
kecam;3
kecambah;3
kecamuk;-4
kecandan;-4
kecantol;-3
kecap;-4
kece;-3
kecek;-3
kecewa;-3
kecipir;-3
kecoa;-3
kecoh;-5
kecong;3
kecut;-4
kedai minum;-4
kedai susu;4
kedaluwarsa;-3
keder;-4
kedikit;0
kedodoran;3
kedot;2
keduduk;4
kedung;-3
kedut;-4
kehilangan;-3
kehuru hara;-4
keikutsertaan;3
keinget;-2
kejam;-4
kejar;-5
keji;-3
kejut;3
kekal;2
kekang;-4
kekar;2
keki;-4
kekol;-3
keladi;-3
kelak kelik;1
kelakar;-4
kelam;-4
kelam kabut;-4
kelamin;-3
kelangkan;-3
kelas;-3
kelasah lusuh;-5
kelati;-3
kelelawar;3
kelengar;-4
kelesa;-4
kelesah;-5
keletah;-3
kelih;4
kelik;-3
kelilip;3
kelimut;-3
keling;-3
kelipar;-4
kelir;-3
keliru;-5
kelis;-3
kelok;-2
kelok kelok;-2
kelompang;-3
kelompok;-5
kelompok kelompok;-4
kelop;1
kelos;3
kelu;-3
keluang;3
keluarga;4
keluh;-4
kemaknagandaan;-3
kemal;0
kemalingan;-3
kemam;-3
kemamang;-4
kemandang;-3
kemas;-2
kemas kemas;-2
kematu;0
kematus;0
kemayu;-3
kemban;-5
kembang;-4
kembang biak;-3
kembang kempis;-4
kembar;-3
kembera;1
kembung;-3
kemih;-3
kemik;-3
kemilap;1
kempa;-3
kempes;-4
kempis;-3
kemplang;-5
kempuh;1
kemu;-3
kemudi;3
kemuning;0
ken;-2
kena;-3
kenal;5
kenan;2
kenang;3
kenang kenang;3
kenapaaa;-3
kenapasih;-3
kencan;-4
kencang;3
kencar kencar;-4
kencing;-3
kendati;-3
kendala;-3
kendur;-3
kenduri;4
kenek;1
kenes;-3
kental;0
kentara;-3
kentut;-2
kenyal;0
kenyam;1
kenyang;3
kenyih;-4
keok;-2
kepal;-5
kepala angin;-3
kepala udang;-3
kepalang;-3
keparat;-5
kepeng;-2
kepetang;-3
kepialu;-4
kepincut;1
kepinding;-5
keping keping;-5
kepleset;-4
kepompong;-5
keputusasaan;-5
kera;-3
kerabat;3
kerabu;-5
keracak;0
kerai;-4
kerak;-2
kerakal;-3
keramat;-5
keran;-4
kerang keroh;0
keras;-4
keras hati;-3
keras kepala;-4
keras kerasan;-4
keras tulang;-2
kerasan;-2
kerat;-1
kerbau;-3
kerdak;-4
kerekau;-3
kerekot;0
keremus;-4
keren;2
kerepot;-3
kereseng;-4
kereta;-4
keri;4
kerik;-3
kerikil ;-3
kering;-3
keris;-4
kerising;-4
kerja;3
kerja keras;3
kerjain;-1
kerjasama;3
kerkau;-4
kerling;0
kernai;-4
kernyih;-4
kerok;-3
keropok;-3
keropos;-3
kerosek;-3
kerotot;0
keroyok;1
keruan;-3
kerubung;1
kerubut;-4
keruh;-3
kerumit;-5
kerumun;-4
kerut;-2
kerut merut;-3
kes;3
kesah;2
kesal;-2
kesambet;-3
kesan;4
kesatria;2
keseleo;-3
keseser;-4
keset;-4
kesi;-3
kesima;4
kesohor;2
kesomplok;-4
kesuma;3
kesumat;-4
kesup;-3
ketam;-3
ketapak;3
ketar;-3
ketar ketar;-3
ketat;0
ketegar;0
ketel;0
ketemu;1
ketes;-3
ketial;0
ketidaktentuan;-5
ketuat;-4
ketuk;3
ketul;-3
ketumbu;-4
ketupat bangkahulu;-5
ketupat bengkulu;-5
ketus;-4
kewalahan;-3
khabis;-3
khafi;-5
khair;-4
khalas;3
khali;1
khalifatullah;-4
khalis;2
khalwat;-3
kharab;-5
khas;1
khasi;-4
khasiat;4
khatimah;-3
khawatir;1
khayal;2
khianat;-5
khidmat;2
khilaf;-4
khinzir;-4
khisit;-5
khuduk;1
khuluk;3
khusus;1
khusyuk;3
kial;-4
kiamat;-3
kias;4
kiat;3
kicau;3
kicik;0
kicu;3
kidib;-3
kikir;4
kikis;-5
kilah;-4
kilan;3
kilang;-3
kilat;3
kilir;-3
kimah;5
kimpal;0
kinasih;2
kincang;3
kincit;-5
kincung;3
kinetik;1
kinred;0
kinte;3
kipa;0
kipas;3
kiprah;3
kipu;4
kir;-4
kirai;-3
kirap;-3
kiri;-3
kiruh;0
kisar;-3
kisas;3
kisi;-3
kisi kisi;-4
kismat;4
kisruh;-4
kitab;2
kiting;0
kits;5
klasik;3
klasikal;0
klerikal;0
klien;4
klimis;1
klinis;1
klir;1
kliyengan;1
klop;2
kobar;-3
kobar kobar;-2
kocak;2
kocar kacir;-5
kocok;-3
kode;-3
kodok;-2
kodrat;4
koersif;0
kognat;0
kognitif;1
kohesi;4
kohor;-3
koinsiden;0
koit;-5
kojoh;0
kojor;-3
kolam;-3
kolaps;-5
kolateral;0
kolegial;1
koleksi;1
kolera;-4
koloidal;0
kolosal;1
kolot;-5
kolusi;-5
komaran;0
komat kamit;-3
komedi;3
komersial;0
komikal;1
komisi;3
komparatif;1
kompas;-3
kompatibel;2
kompeten;2
kompetensi;3
kompetitif;2
kompleksitas;0
komplemen;5
komplementer;1
komplet;3
komplikasi;-3
komplikatif;1
komplot;-4
kompor;-4
komprehensif;1
kompulsif;1
komunalistik;0
komunikasi;-4
komunistis;0
komunitas;-3
konco;4
kondang;5
koneksi;-4
konferensi;2
konfirmasi;-4
konformitas;4
kongkalikong;-4
kongkong;-3
konglomerasi;-4
konjungtif;0
konkaf;0
konklusi;3
konklusif;1
konkomitan;1
konkret;2
konkretisasi;-3
konkurensi;-4
konon;3
konotasi;-3
konotatif;1
konsekuen;2
konsekuensi;-3
konsensus;3
konsentris;0
konseptual;3
konsesif;0
konsesional;0
konsistensi;-3
konsolidasi;3
konspirasi;-4
konstelasi;2
konstruktif;3
konsuler;0
konsultasi;3
konsumsi;-4
kontak;-4
kontaminasi;-4
kontan;1
kontekstual;1
kontemplatif;1
kontemporer;1
kontinental;0
kontinu;0
kontol;-5
kontradiksi;-3
kontras;-3
kontributor;3
kontroversi;-4
konveks;0
konvektif;0
konvergen;0
konyol;-3
kooperasi;1
kooperatif;2
koordinasi;1
koordinat;0
koordinatif;2
koordinator;2
koplo;-3
kopong;-4
kopulatif;0
kopyor;-4
korban;-4
korek;-4
korek api;-4
korek ngorek;-4
korelatif;1
koronal;0
korporatif;0
korup;-5
korupsi;-4
kosen;4
kosmis;0
kosmologis;0
kosmopolitan;0
kosong;-3
kot;-1
kotak;-3
koteng;-3
kotor;-5
koyak;-3
koyak koyak;-5
kreasi;3
kreatif;2
kreativitas;4
kredibel;3
kresendo;0
krim;1
kriminologis;0
krisis;-4
krista;-4
kritik;-5
kritis;-5
kroco;-4
kromatis;-3
kroni;-3
kronis;-5
kronologi;-1
kronologis;0
krusial;1
kuadrupleks;0
kuak;-5
kuala;4
kualat;-4
kualifikasi;2
kualitas;4
kuantitatif;0
kuar;0
kuasa;3
kuat;5
kuat batin;3
kuat duga;-2
kubang;-3
kubil;0
kuboid;0
kubra;2
kubur;-3
kucar kacir;-5
kucil;1
kucup;2
kucur;4
kudus;4
kufur;-5
kujarat;5
kukuh;-4
kukul;-3
kukur;-3
kulak;-3
kuliah;1
kultural;0
kulzum;0
kumai;3
kumandang;-3
kumat;-4
kumbang;1
kumpul;-3
kumuh;-4
kumulatif;1
kunarpa;-4
kunci;3
kundang;5
kungkung;-3
kuning;-4
kunjung;1
kuno;-5
kuntit;1
kunyah;3
kunyam;0
kuota;-2
kupak;0
kupon;3
kurap;-4
kuratif;1
kurbal;-3
kurban;-3
kurung;-4
kurus;-3
kusa;3
kusuma;4
kusut;-4
kusut hati;-5
kusut pikir;-4
kuti;0
kutil;-4
kutu busuk;-4
kutuk;-5
kutut;-3
kuwur;-4
kuyu;-5
kuyup;-3
laba;4
labil;-4
labiovelar;4
laboratorium;-3
labrak;-4
labuda;-3
labuh;-4
labut;0
lacur;-5
ladah;-5
ladang;-4
laden;3
lafal;-4
laga;-4
lagak;2
lagu;2
lahang;-3
lahap;1
lahir;3
laif;-5
laik;-5
lajat;0
lajnah;3
laju;4
lakar;0
lakeri;3
laknat;-5
lakon;3
lakonik;0
laksana;-4
laku;2
lakustrin;0
lalah;-5
lalai;-3
lalak;-3
lalap;-4
lalat hijau;-5
lalat kerbau;-4
lali;-4
lalim;-5
lamat lamat;0
lamban;-4
lambang;-3
lambat;1
lambat lambat;-4
lambuk;3
lambung;2
lampai;0
lampas;4
lampau;-5
lampias;0
lampu;4
lancang;-5
lancang mulut;-4
lancar;-2
lancip;0
lancung;3
lancut;-4
landai;-3
landas;-4
landas pesawat udara;-4
langah;-3
langau;-4
langgam;2
langgan;2
langgar;-5
langgeng;2
langkah;-1
langkah kanan;3
langkai;0
langkan;-3
langkap;-3
langkau;-5
langking;-4
langlang;4
langsai;-3
langsuir;-4
langsung;0
lanjai;0
lanjung;0
lanjur;-3
lantak;-4
lantang;1
lantar;-4
lantik;3
lantip;3
lantun;3
lanyah;0
lanyak;-3
lap kaki;-2
lapang;3
lapang hati;-1
lapang lapang;2
lapar;-3
lapat lapat;0
lapir;0
lapis;3
lapor;2
laporin;-3
lapuk;-5
lara;-5
lara lara;-4
larak;0
larang;-3
laras;3
larat;-3
larat hati;-3
larat larat;-4
lari;3
lari lari;-2
laris;2
larut;1
lasak;1
lasat;-5
lata;-5
latah;-5
laten;-5
latif;1
latih;4
latis;-4
latur;0
laun;1
laur;-4
lawa;1
lawan;1
lawas;1
lawat;-4
layak;3
layan;3
layang;-3
layon;-4
layu;-4
layuh;-3
lazim;0
ldr;-2
leave;-3
lebai;-3
lebang;0
lebar;-3
lebar mulut;-4
lebat;0
lebay;-4
lebu;-3
lebuk;3
lebun;3
lebur;3
lecap;0
lecat;0
leceh;4
lecet;-4
ledak;-4
ledek;-5
ledes;-3
ledos;3
leduk;-4
legalisasi;-3
legalitas;-3
legat;0
legawa;4
legendaris;2
legislatif;0
legit;4
leja;-5
lejas;0
leka;1
lekap;-3
lekas;-3
lekas lekas;1
lekat;-4
lekit;0
leksikal;0
leksikografis;0
lektur;4
leku;-3
lela;-4
lelah;-3
lelang;1
lelap;4
leleh;1
lelembut;-4
leler;-4
leluasa;1
lelucon;-4
lelung;-3
lemah;5
lemas;-3
lemau;0
lembaga;-3
lembam;-4
lembap;-4
lembek;5
lembeng;-4
lembik;5
lembok;0
lembu;-3
lembu hutan;-3
lembu liar;-3
lembuk;3
lembung;-3
lembut;2
lempeng;1
lena;1
lencana;-3
lenceng;-3
lencong;0
lencun;0
lendeh;3
lendut;0
lengah;-4
lengan;-2
lengang;1
lengar;-4
lengas;-4
lenggana;-4
lenggang;1
lengkai;1
lengkap;1
lengkesa;-3
lengket;-2
lengket lengket;-3
lengkok;0
lengkur;-3
lenguh;0
lentera;4
lentoid;0
lentuk;1
lentur;2
lenyap;-5
lenyap darat;-4
lenyau;0
lepai;0
lepas;-5
lepek;3
lepra;-5
lerai;1
lerak;-4
lereng;0
lesap;3
lesit;-1
lestari;4
lesu;-4
leta;-5
letak;4
letih;-3
leting;-3
letup;-3
letus;-4
level;4
lever;-2
leyu;-4
lezat;5
liang;-3
liang jimak;-4
liang sanggama;-4
libas;-4
libat;-3
libat libat;-4
liberal;0
liberalistis;0
libur;3
licak;0
licau;1
licin;4
lidas;0
lidi;-5
lieur;-3
ligih;-4
lihai;2
lihat;0
likat;0
liku liku;-4
lila;4
lilit;3
limbuk;3
limitatif;1
limpah;1
lin;0
linang;-3
lincah;4
lincir;0
lincun;0
lindap;-3
lindu;4
lindung;4
lindur;-3
linggayuran;1
linggis;-4
lingkar;-3
lingkung;3
lingkup;-5
lingsir;2
linguis;-3
lini;4
linier;1
lintang;3
lintap;0
lintar;-3
lintas;-4
lintas rimba;3
linu;4
linuhung;3
lipat;-3
lipat ganda;-3
liplap;0
lipur;2
liput;3
lirih;-3
lisan;3
lisong;-3
lisut;-4
live;3
liwa;-3
loak;-4
lock;-2
logis;2
lokal;1
loksek;-4
loloh;-3
lolos;-4
lombong;-3
lompat;-5
lompong;1
loncos;0
londang;-3
loneng;-3
longgar;3
longgok;-3
longgor;1
longo;3
lonjong;0
lontar;3
lopak;0
lopak lapik;-4
lorat;0
lorong;-4
lorot;-4
losmen;2
lost;-3
lot;-5
lotong;-4
lotre;2
lovers;4
lowong;1
loya;0
loyal;2
loyo;-3
luak;-3
luang;3
luas;3
lubang;-3
lubang jarum;-5
lubuk;-3
lucah;-5
luck;4
lucu;3
lucut;1
luda;-3
ludes;-5
lugas;1
lugu;4
luhur;2
luk;-3
luka;-5
lukat;-4
lukis;2
luluh;-3
luluh lantak;-5
luluk;1
lulur;-3
lulus;5
lumang;-5
lumat;-4
lumayan;-2
lumer;-3
lumrah;2
lumur;-4
lumut;-3
lunak;1
lunas kapal;2
